CDU_ID,GEO_CODE,GEO_LABEL,GEO_TYPE,GEO_TYP2,F105,F167,F168,F169,F170,F171,F173,F174,F175,F176,F177,F178,F179,F180,F181,F182,F183,F184,F185,F837,
237,E07000129,Blaby,Local Authorities,LA,20,93915,5446,3263,2061,5590,2462,2189,4990,5005,18953,19503,6357,9099,5657,1447,672,40.85574,42,1052,
238,E07000130,Charnwood,Local Authorities,LA,32,166100,9120,5053,3226,8924,4209,6778,16121,10079,31145,31951,10333,14351,9255,2372,1284,39.33349,39,1930,
239,E07000131,Harborough,Local Authorities,LA,15,85382,4665,3028,1987,5527,2301,1714,3701,3700,16827,19139,6061,8470,5019,1389,713,41.55869,43,841,
240,E07000132,Hinckley and Bosworth,Local Authorities,LA,16,105078,5778,3377,2142,6014,2575,2117,5376,5767,20825,22572,7910,10574,6316,1674,769,41.71157,43,1205,
241,E07000133,Melton,Local Authorities,LA,12,50376,2786,1618,1067,3033,1275,1074,2535,2537,9620,11277,3662,4975,3019,863,400,41.72531,43,565,
242,E07000134,North West Leicestershire,Local Authorities,LA,8,93468,5477,3319,2102,5642,2311,1963,4739,4939,19181,19827,6599,8997,5143,1418,674,40.80034,42,1048,
243,E07000135,Oadby and Wigston,Local Authorities,LA,14,56170,2882,1711,1092,3370,1570,2680,3463,3023,10030,11274,3432,5325,4027,1019,516,41.00908,41,579,
244,E07000136,Boston,Local Authorities,LA,20,64637,3841,1980,1243,3527,1493,1421,3942,4372,12089,12821,4395,6773,4344,1096,529,41.51045,42,797,
245,E07000137,East Lindsey,Local Authorities,LA,26,136401,6202,3637,2362,7168,3170,2756,6433,5876,20773,28661,12310,19949,11436,2703,1351,45.82035,49,1239,
246,E07000138,Lincoln,Local Authorities,LA,24,93541,5514,2710,1593,4548,2057,4663,11198,7915,17846,16311,4874,6713,4547,1335,731,37.35352,34,1192,
247,E07000139,North Kesteven,Local Authorities,LA,17,107766,5483,3364,2220,6591,2684,2207,5068,5341,20442,22575,7891,12408,7303,1858,923,42.68263,44,1061,
248,E07000140,South Holland,Local Authorities,LA,30,88270,4488,2555,1740,4982,2080,1697,4523,4705,16121,17986,6579,10229,6853,1695,886,43.40679,45,904,
249,E07000141,South Kesteven,Local Authorities,LA,33,133788,7432,4279,2895,8262,3509,2779,6251,6809,25643,28870,9664,13794,8223,2379,1164,41.83578,43,1486,
250,E07000142,West Lindsey,Local Authorities,LA,18,89250,4391,2697,1811,5392,2415,2022,4141,3915,15576,19987,7068,10407,6061,1401,760,43.13601,45,847,
251,E07000143,Breckland,Local Authorities,LA,32,130491,7412,3917,2516,7411,3155,2749,7303,7334,23353,25704,9771,14807,9469,2544,1318,42.63489,44,1511,
252,E07000144,Broadland,Local Authorities,LA,26,124646,6053,3763,2476,7173,3064,2499,5482,5345,23158,26586,9707,14464,9521,2499,1332,43.90215,45,1163,
253,E07000145,Great Yarmouth,Local Authorities,LA,21,97277,5528,2977,1953,5584,2475,2279,5942,5731,16673,19049,7228,10857,6812,1812,890,42.08533,43,1144,
254,E07000146,King's Lynn and West Norfolk,Local Authorities,LA,35,147451,7970,4372,2889,7888,3523,2981,8069,8285,25570,29117,11253,17793,11584,3016,1448,43.47342,45,1667,
255,E07000147,North Norfolk,Local Authorities,LA,34,101499,4327,2470,1680,4954,2205,1911,4542,4279,14596,20861,9239,14820,10205,2682,1490,47.48964,51,925,
256,E07000148,Norwich,Local Authorities,LA,27,132512,8425,3953,2314,5809,2498,5134,15289,12794,28100,21128,6517,9242,6812,2134,1157,37.41697,34,1799,
257,E07000149,South Norfolk,Local Authorities,LA,29,124012,6816,3865,2512,7557,3202,2518,5357,5740,22839,25965,9573,14143,8888,2381,1111,43.00516,45,1341,
258,E07000150,Corby,Local Authorities,LA,4,61255,4519,2225,1385,3748,1578,1487,3924,4786,12903,12446,3201,4724,2732,634,222,37.4638,37,957,
259,E07000151,Daventry,Local Authorities,LA,9,77843,4350,2688,1834,4889,2120,1692,3797,3588,15477,17465,5715,7525,4062,1042,548,40.91335,43,803,
260,E07000152,East Northamptonshire,Local Authorities,LA,16,86765,5233,3197,1941,5589,2512,1929,4028,4250,17901,18107,6244,8035,4589,1280,701,40.37093,42,1013,
261,E07000153,Kettering,Local Authorities,LA,27,93475,6256,3504,2181,5564,2303,2029,4993,5797,20120,18359,6214,8105,4769,1384,736,39.45296,40,1214,
262,E07000154,Northampton,Local Authorities,LA,30,212069,15845,7848,4716,12138,5168,5659,15345,16950,47070,39044,11605,14841,9335,2653,1386,37.11433,36,3305,
263,E07000155,South Northamptonshire,Local Authorities,LA,20,85189,4771,3062,2139,5507,2176,1716,3589,3603,17424,19377,6340,8096,4497,1190,616,41.08237,43,876,
264,E07000156,Wellingborough,Local Authorities,LA,14,75356,5038,2755,1719,4595,1876,1620,4018,4645,15728,15042,5085,6803,3951,1069,511,39.6378,40,1032,
265,E07000163,Craven,Local Authorities,LA,18,55409,2528,1546,1146,3317,1394,1125,2403,2292,9384,12507,4446,6505,4216,1242,647,44.49057,47,477,
266,E07000164,Hambleton,Local Authorities,LA,20,89140,4348,2730,1806,5118,2123,1955,4431,4197,15243,19962,6887,10457,6367,1599,818,43.49638,46,775,
267,E07000165,Harrogate,Local Authorities,LA,47,157869,8677,5227,3481,9432,4132,3241,7384,8169,30555,33987,10674,15896,10382,2927,1689,42.00736,43,1711,
268,E07000166,Richmondshire,Local Authorities,LA,6,51965,2910,1647,1163,2949,1205,1726,4252,3467,9369,10060,3543,5030,2942,717,387,39.98029,40,619,
269,E07000167,Ryedale,Local Authorities,LA,10,51751,2385,1522,951,3024,1459,1059,2203,2085,8483,11508,4351,6433,4081,1000,538,44.62955,47,466,
270,E07000168,Scarborough,Local Authorities,LA,29,108793,5317,3092,1979,5718,2539,2716,6268,5367,17291,23181,8720,13311,8534,2259,1216,44.2117,46,1051,
271,E07000169,Selby,Local Authorities,LA,14,83449,4875,2741,1818,4852,2167,1812,4453,4346,16589,18761,6001,7702,4554,1147,603,40.88615,42,944,
272,E07000170,Ashfield,Local Authorities,LA,14,119497,7413,4076,2587,7181,2974,2829,7064,7104,24353,24556,7580,11577,6240,1623,798,39.95502,41,1586,
273,E07000171,Bassetlaw,Local Authorities,LA,16,112863,6105,3549,2277,6816,3072,2613,6021,6027,21537,24403,8088,11544,6842,1721,834,41.5337,43,1275,
274,E07000172,Broxtowe,Local Authorities,LA,16,109487,6163,3208,2093,5848,2710,2508,6722,6625,22072,22655,7548,10733,6704,1771,890,41.35045,42,1265,
275,E07000173,Gedling,Local Authorities,LA,31,113543,6470,3647,2339,6560,2892,2572,6002,6205,22610,24134,7755,11114,7175,1891,836,41.42488,42,1309,
276,E07000174,Mansfield,Local Authorities,LA,15,104466,6399,3376,2095,5852,2705,2535,6518,6799,20505,21927,6513,9653,6063,1527,703,40.23833,41,1353,
277,E07000175,Newark and Sherwood,Local Authorities,LA,27,114817,6317,3813,2454,6872,2912,2688,6061,5971,21858,24468,8214,11973,7083,1804,925,41.63494,43,1217,
278,E07000176,Rushcliffe,Local Authorities,LA,21,111129,6392,3790,2443,6621,2716,2562,6174,5320,22178,23767,7411,10627,6966,1931,899,41.24096,42,1162,
279,E07000177,Cherwell,Local Authorities,LA,25,141868,9819,5170,3126,8588,3541,3124,7590,9577,30974,28476,8441,11546,7334,1851,968,38.90646,39,1975,
280,E07000178,Oxford,Local Authorities,LA,20,151906,9251,4545,2861,7114,3200,8302,22554,17096,31340,21669,5924,8352,5591,1742,955,34.3159,29,2104,
281,E07000179,South Oxfordshire,Local Authorities,LA,38,134257,8213,4809,3034,8210,3262,2720,6214,7155,27580,28199,8722,13040,7965,2195,1180,40.90732,42,1703,
282,E07000180,Vale of White Horse,Local Authorities,LA,33,120988,7411,4128,2599,7367,3188,2613,5927,6959,24177,25262,7980,11371,7338,1979,1073,40.77874,41,1537,
283,E07000181,West Oxfordshire,Local Authorities,LA,22,104779,6362,3529,2230,6056,2530,2178,5308,6043,21209,21835,6947,10113,6409,1756,984,41.10196,42,1295,
284,E07000187,Mendip,Local Authorities,LA,27,109279,5915,3617,2296,6988,3450,2559,5359,5114,19551,23615,7956,11049,7064,2089,1076,41.90598,43,1150,
285,E07000188,Sedgemoor,Local Authorities,LA,23,114588,6321,3613,2348,6868,3055,2538,6193,5671,20023,24495,8482,12446,7753,2174,1092,42.40666,44,1295,
286,E07000189,South Somerset,Local Authorities,LA,43,161243,8771,5073,3316,9424,4005,3549,8513,8127,28304,33050,12252,17990,11750,3308,1777,42.92674,44,1753,
287,E07000190,Taunton Deane,Local Authorities,LA,34,110187,6266,3572,2271,6389,3117,2525,6226,6047,20244,22434,7504,10824,7647,2261,1280,41.81132,43,1247,
288,E07000191,West Somerset,Local Authorities,LA,18,34675,1444,833,548,1640,741,692,1744,1549,4616,7309,3113,5154,3374,1021,531,47.68761,51,285,
289,E07000192,Cannock Chase,Local Authorities,LA,9,97462,5871,3319,2086,5861,2573,2373,5893,6129,20369,19924,6109,8904,4966,1227,560,39.57322,40,1193,
290,E07000193,East Staffordshire,Local Authorities,LA,20,113583,7002,3927,2629,6694,3062,2612,6722,7199,22852,23248,6995,10369,6442,1554,766,39.81817,40,1400,
291,E07000194,Lichfield,Local Authorities,LA,17,100654,5285,3229,2152,5753,2507,2203,5232,5013,19250,21073,7525,11954,6030,1481,789,42.23426,44,1071,
292,E07000195,Newcastle-under-Lyme,Local Authorities,LA,19,123871,6314,3979,2389,6971,2914,4216,9545,6937,23269,24990,8434,12030,7633,1945,900,40.83402,41,1197,
293,E07000196,South Staffordshire,Local Authorities,LA,24,108131,4878,3141,2069,6236,2831,2523,6035,4972,19297,24174,8169,12717,7158,1763,867,43.16998,45,914,
294,E07000197,Stafford,Local Authorities,LA,34,130869,7007,4126,2457,7200,3203,3197,8009,7102,25379,27295,9167,13945,8038,2100,1191,41.81782,43,1307,
295,E07000198,Staffordshire Moorlands,Local Authorities,LA,18,97106,4671,2860,1940,5377,2398,2082,4760,4467,18071,21108,7839,11360,6551,1618,852,43.39872,45,885,
296,E07000199,Tamworth,Local Authorities,LA,4,76813,5061,2820,1722,4789,2022,1816,4744,5181,16164,15409,4987,6510,3460,808,366,38.55616,39,1004,
297,E07000200,Babergh,Local Authorities,LA,29,87740,4451,2983,1885,5476,2322,1675,3958,3795,15844,18485,6986,10010,6196,1660,890,43.11187,45,847,
298,E07000201,Forest Heath,Local Authorities,LA,5,59748,4123,2020,1203,3092,1210,1124,4675,5508,12519,10372,3582,5063,3332,909,390,38.75003,37,923,
299,E07000202,Ipswich,Local Authorities,LA,35,133384,9250,4835,2795,7552,3524,3556,9562,10877,28512,24398,7137,9601,7111,2011,1107,38.02066,36,1981,
300,E07000203,Mid Suffolk,Local Authorities,LA,33,96731,5266,3235,2159,5883,2410,1938,4537,4585,17602,20818,7546,10637,6280,1675,879,42.43697,44,1040,
301,E07000204,St Edmundsbury,Local Authorities,LA,23,111008,6663,3692,2343,6337,2830,2346,6493,7211,21776,21530,7507,11275,6799,1832,1084,40.95639,41,1335,
302,E07000205,Suffolk Coastal,Local Authorities,LA,30,124298,6243,3938,2547,7547,3225,2495,5325,4992,21059,26582,9918,14654,9919,2702,1530,44.15615,46,1181,
303,E07000206,Waveney,Local Authorities,LA,30,115254,6230,3538,2323,6417,2833,2544,5963,5714,19651,22241,8930,14001,9433,2585,1474,43.85141,45,1264,
304,E07000207,Elmbridge,Local Authorities,LA,42,130875,9358,5322,3317,8315,3258,2339,5109,6036,29607,27470,7668,10540,7316,2344,1318,39.76144,40,1885,
305,E07000208,Epsom and Ewell,Local Authorities,LA,16,75102,4628,2689,1726,4737,1988,1745,4182,3952,15912,15251,4766,6374,4267,1249,685,39.95808,40,882,
306,E07000209,Guildford,Local Authorities,LA,32,137183,8110,4663,2862,7466,3011,4443,11292,9268,28757,26494,7931,10858,7329,2020,1186,38.99435,38,1618,
307,E07000210,Mole Valley,Local Authorities,LA,23,85375,4604,2839,1893,5348,2271,1630,3559,3753,16101,18662,5930,8872,6117,1704,981,42.69614,44,884,
308,E07000211,Reigate and Banstead,Local Authorities,LA,45,137835,9153,4978,3113,8218,3322,2706,6965,8147,30497,27889,8466,11181,7701,2427,1424,39.87151,40,1816,
309,E07000212,Runnymede,Local Authorities,LA,14,80510,4802,2531,1537,4147,1708,2913,6967,4512,16758,15710,4617,6608,4803,1350,707,39.65069,39,982,
310,E07000213,Spelthorne,Local Authorities,LA,18,95598,6017,3200,1965,5175,2260,1984,5179,5940,20700,19735,5611,8507,5841,1547,785,40.44336,41,1235,
311,E07000214,Surrey Heath,Local Authorities,LA,16,86144,5129,3145,2008,5464,2288,1747,4207,4581,18306,18481,5287,7668,4909,1182,646,40.18877,41,981,
312,E07000215,Tandridge,Local Authorities,LA,17,82998,4886,2895,1820,5391,2253,1647,3997,3905,16255,17898,5612,7890,5174,1417,874,41.28989,43,913,
313,E07000216,Waverley,Local Authorities,LA,39,121572,7341,4548,2787,7727,3523,2696,5101,5248,24065,24987,8036,11961,7990,2368,1503,41.48431,42,1332,
314,E07000217,Woking,Local Authorities,LA,26,99198,7278,3722,2281,5578,2263,1903,4961,6812,23593,19355,5455,7380,5137,1527,799,38.67279,38,1505,
315,E07000218,North Warwickshire,Local Authorities,LA,6,62014,3285,1920,1289,3730,1559,1358,3219,3281,12072,13679,4496,6506,3554,913,412,41.67654,43,706,
316,E07000219,Nuneaton and Bedworth,Local Authorities,LA,20,125252,7925,4279,2740,7412,3302,2937,7453,7971,25407,25224,8028,11768,6761,1611,782,39.70523,40,1663,
317,E07000220,Rugby,Local Authorities,LA,17,100075,6269,3483,2165,6149,2718,2136,5182,6322,20887,20048,6062,9404,5556,1545,829,39.99012,40,1294,
318,E07000221,Stratford-on-Avon,Local Authorities,LA,37,120485,5965,3718,2458,6849,2936,2348,5257,5382,21697,26501,9341,14266,8692,2317,1305,43.81755,46,1105,
319,E07000222,Warwick,Local Authorities,LA,35,137648,7920,4351,2777,7127,2999,3604,11623,9321,28855,26409,8190,11882,7725,2277,1166,39.74561,39,1631,
320,E07000223,Adur,Local Authorities,LA,10,61182,3537,1899,1211,3173,1501,1256,2982,3131,11842,12132,4301,6715,4684,1348,687,43.01169,44,711,
321,E07000224,Arun,Local Authorities,LA,59,149518,7386,4180,2788,7416,3139,3208,7443,7314,25426,28947,11359,19235,13595,4116,2382,45.4579,47,1448,
322,E07000225,Chichester,Local Authorities,LA,38,113794,5652,3375,2255,6092,2368,2890,6200,5150,18823,23286,8550,13770,9832,2761,1531,44.53028,46,1101,
323,E07000226,Crawley,Local Authorities,LA,15,106597,8071,4074,2412,6244,2652,2320,6816,9044,25372,19715,5162,6267,5154,1421,626,36.83262,35,1712,
324,E07000227,Horsham,Local Authorities,LA,33,131301,7151,4379,2872,8469,3551,2653,5660,5858,25242,29115,9109,13130,8717,2356,1367,42.11881,44,1361,
325,E07000228,Mid Sussex,Local Authorities,LA,48,139860,8343,5028,3147,8755,3700,2693,6490,7510,28500,29267,9288,12804,8605,2425,1473,40.98905,42,1580,
326,E07000229,Worthing,Local Authorities,LA,64,104640,6346,3438,2121,5584,2270,2209,5497,6013,21286,20546,6576,9941,7555,2504,1574,42.15222,42,1257,
327,E07000234,Bromsgrove,Local Authorities,LA,28,93637,4822,3008,1912,5529,2489,2004,4677,4250,17643,20452,6457,9835,6535,1771,994,42.64558,44,961,
328,E07000235,Malvern Hills,Local Authorities,LA,32,74631,3297,2158,1485,4448,2191,1603,3146,2919,11945,16277,6157,9274,5996,1781,930,44.92018,47,649,
329,E07000236,Redditch,Local Authorities,LA,7,84214,5629,3064,1822,4996,2154,1875,5175,5995,17968,16989,5616,6751,3649,986,498,38.56132,38,1158,
330,E07000237,Worcester,Local Authorities,LA,14,98768,6359,3426,2146,5445,2332,3142,7417,7080,21430,18721,5560,7700,4917,1305,687,38.31818,37,1335,
331,E07000238,Wychavon,Local Authorities,LA,27,116944,5743,3668,2353,6679,2856,2401,5361,5368,21193,25751,9094,13457,8132,2244,1182,43.50948,45,1105,
332,E07000239,Wyre Forest,Local Authorities,LA,25,97975,5256,2988,1983,5416,2265,2127,5142,5271,18483,19635,7804,11604,6352,1673,834,42.69188,44,1114,
333,E08000001,Bolton,Local Authorities,LA,43,276786,18765,10383,6495,17793,7483,6799,18071,18285,56720,52967,16845,23553,13659,3652,1676,38.4274,38,3790,
334,E08000002,Bury,Local Authorities,LA,40,185060,12235,6875,4233,11361,4827,4297,10688,11622,37977,37272,11712,16292,9623,2397,1228,39.21553,40,2548,
335,E08000003,Manchester,Local Authorities,LA,56,503127,36413,18059,10558,26785,10734,21965,66998,56595,111440,72197,18236,24767,16404,4226,2147,33.21533,29,7660,
336,E08000004,Oldham,Local Authorities,LA,34,224897,16491,9353,6069,15337,6098,5749,14586,15177,44945,42055,12875,18280,10465,2760,1448,37.4315,37,3231,
337,E08000005,Rochdale,Local Authorities,LA,25,211699,14754,8177,4971,13925,5989,5480,14005,14111,42914,41147,12454,16642,10367,2632,1175,37.91879,38,2977,
338,E08000006,Salford,Local Authorities,LA,33,233933,16255,8146,4865,12969,5543,6642,19537,20989,48801,41704,12358,17543,11144,3012,1507,37.35378,35,3549,
339,E08000007,Stockport,Local Authorities,LA,55,283275,17342,9772,6036,16759,7169,6162,15184,15896,57069,59052,18263,26515,17762,4441,2309,40.76601,41,3443,
340,E08000008,Tameside,Local Authorities,LA,33,219324,14439,7727,4728,13029,5787,5415,13744,14320,44882,44400,13867,19044,10977,2822,1358,39.10278,39,3022,
341,E08000009,Trafford,Local Authorities,LA,37,226578,14870,8531,5501,14076,5907,4773,11776,13764,49221,46226,12814,18325,12899,3371,1678,39.28137,39,2919,
342,E08000010,Wigan,Local Authorities,LA,34,317849,19681,11178,6866,18270,8064,7477,19310,20174,66112,63840,21199,30319,15930,3682,1718,39.63527,40,3886,
343,E08000011,Knowsley,Local Authorities,LA,13,145893,9121,5107,3205,9200,4120,3968,9846,9229,27369,31470,8209,11944,8706,1688,676,39.10665,40,1849,
344,E08000012,Liverpool,Local Authorities,LA,65,466415,26099,13590,8664,24315,10811,18329,50636,39966,92015,86674,24418,34027,23709,5307,2423,37.67293,35,5521,
345,E08000013,St. Helens,Local Authorities,LA,22,175308,10269,5684,3587,10212,4466,4309,10522,10501,34137,35782,12255,17612,10294,2402,1092,40.7216,41,2092,
346,E08000014,Sefton,Local Authorities,LA,82,273790,14601,8301,5467,15672,6979,6349,15915,14915,47606,59240,18420,28773,20712,4931,2595,42.53627,44,3028,
347,E08000015,Wirral,Local Authorities,LA,70,319783,18514,10791,6886,19005,8436,7338,18069,17939,58992,67018,21740,31319,21313,5481,2853,41.35912,42,3667,
348,E08000016,Barnsley,Local Authorities,LA,25,231221,13957,7798,4764,13378,5804,5597,13533,14446,45725,48377,14843,22080,13250,3279,1401,40.3647,41,2813,
349,E08000017,Doncaster,Local Authorities,LA,53,302402,19220,10558,6514,17407,7907,7236,19417,20239,58258,61864,18847,27109,17660,4346,2026,39.80119,40,3875,
350,E08000018,Rotherham,Local Authorities,LA,45,257280,15738,8923,5722,15664,6797,6205,15227,15422,49874,52987,16664,24783,14560,3684,1815,40.19384,41,3070,
351,E08000019,Sheffield,Local Authorities,LA,103,552698,33977,18825,11512,30193,12627,23505,56134,38805,110267,96291,28687,44688,29237,7600,4173,37.87233,36,6799,
352,E08000020,Gateshead,Local Authorities,LA,26,200214,11869,6323,3987,10880,4778,4953,12104,14059,40466,40515,12596,18608,12412,2897,1328,40.45148,40,2530,
353,E08000021,Newcastle upon Tyne,Local Authorities,LA,49,280177,16522,8534,5501,14488,6156,13311,36012,22948,51972,48952,14133,19380,13857,3578,1904,36.90711,33,3539,
354,E08000022,North Tyneside,Local Authorities,LA,49,200801,11732,6577,4076,10921,4631,4421,10908,12411,41644,42719,13059,18096,12487,3155,1557,40.94288,41,2378,
355,E08000023,South Tyneside,Local Authorities,LA,38,148127,8182,4619,2932,8233,3735,3797,9447,8901,27436,32394,9637,13634,9632,2503,1084,41.1694,42,1647,
356,E08000024,Sunderland,Local Authorities,LA,42,275506,15378,8599,5534,15355,6753,7708,19709,16945,52854,58541,18011,25031,16600,3576,1586,40.40563,41,3008,
357,E08000025,Birmingham,Local Authorities,LA,166,1073045,81901,45952,28408,73659,29453,36063,93914,85601,222658,176026,46435,70102,49043,12656,6412,35.28922,32,16390,
358,E08000026,Coventry,Local Authorities,LA,49,316960,22476,11359,7043,17831,7571,12526,30610,24848,63574,53371,15356,24015,15543,4404,2288,36.84813,34,4739,
359,E08000027,Dudley,Local Authorities,LA,39,312925,18867,10971,6963,18539,8226,7473,18141,18947,61670,61220,19547,31502,19797,4673,2225,40.49379,41,3747,
360,E08000028,Sandwell,Local Authorities,LA,40,308063,22669,12529,7665,19333,8142,8040,20793,23085,64814,54884,15230,24520,16136,4096,2089,37.44231,36,4458,
361,E08000029,Solihull,Local Authorities,LA,48,206674,11555,7099,4612,13111,5836,4766,11365,10664,38418,43018,13830,20463,13632,3621,1880,41.26337,42,2275,
362,E08000030,Walsall,Local Authorities,LA,44,269323,18373,10401,6570,17266,7237,6840,17504,17690,52593,50223,15221,24666,15752,3706,1691,38.80546,39,3749,
363,E08000031,Wolverhampton,Local Authorities,LA,43,249470,16687,8971,5471,15095,6705,6824,17988,17947,51399,45574,12981,20565,14468,3768,1828,38.51515,37,3543,
364,E08000032,Bradford,Local Authorities,LA,109,522452,41167,22903,14579,36268,14248,13706,35679,38810,108439,93087,26760,35488,24300,6493,3111,36.20382,34,8219,
365,E08000033,Calderdale,Local Authorities,LA,29,203826,12906,7403,4579,12563,5163,4736,11421,12089,41938,42482,13344,17593,10585,2831,1463,39.61693,40,2617,
366,E08000034,Kirklees,Local Authorities,LA,68,422458,28331,15976,10051,26177,10669,11264,28826,27475,86893,81187,25845,35035,21092,5316,2707,38.41693,38,5694,
367,E08000035,Leeds,Local Authorities,LA,111,751485,47844,25177,15404,40167,17178,26756,71874,59860,155762,132786,40178,56455,38561,9600,4982,37.64933,35,9942,
368,E08000036,Wakefield,Local Authorities,LA,48,325837,19545,10931,6712,18774,8374,7567,19566,20773,65311,67843,21221,30342,18138,4504,2158,40.22705,41,3898,
369,E09000002,Barking and Dagenham,Local Authorities,LA,29,185911,18676,8989,5342,12757,5246,4805,13053,14971,43463,29955,6799,9276,6982,2102,961,33.43094,32,3735,
370,E09000003,Barnet,Local Authorities,LA,127,356386,26239,13804,8548,21293,8839,7391,23913,31425,83864,62376,16912,23723,16034,4785,2890,36.81513,35,5439,
371,E09000004,Bexley,Local Authorities,LA,38,231997,15182,8535,5480,15018,6574,5903,14832,14041,47146,45928,12795,18695,13408,3403,1706,38.81379,39,2975,
372,E09000005,Brent,Local Authorities,LA,39,311215,22446,11521,7127,17942,7607,7261,24198,34698,76288,53462,12268,17944,11137,2408,1187,35.01982,32,4783,
373,E09000006,Bromley,Local Authorities,LA,68,309392,20095,11161,6900,18612,7912,6182,16119,17887,68132,62045,18492,25770,18452,5086,2729,39.89845,40,3963,
374,E09000007,Camden,Local Authorities,LA,29,220338,13168,6781,4117,9594,3540,7178,21863,25923,59573,33564,9255,12937,7897,2048,1095,35.70132,33,2889,
375,E09000008,Croydon,Local Authorities,LA,56,363378,27972,14388,8708,23130,9934,8720,23591,27692,82439,70488,17029,23155,15318,3881,2021,36.35381,35,5730,
376,E09000009,Ealing,Local Authorities,LA,79,338449,25426,12595,7790,19043,7728,6922,24552,33998,87446,58503,14196,19419,12152,3023,1633,35.43642,33,5414,
377,E09000010,Enfield,Local Authorities,LA,49,312466,24513,13047,7883,20305,8547,7711,21726,24957,70185,56854,13652,20392,13159,3449,1833,35.8829,34,4995,
378,E09000011,Greenwich,Local Authorities,LA,36,254557,20945,10443,5882,14984,5978,6943,19987,22113,65585,42269,10172,13675,8692,2452,1297,34.56843,33,4307,
379,E09000012,Hackney,Local Authorities,LA,25,246270,19149,9618,5742,13878,5270,5402,21685,33838,68805,35479,7271,9673,5775,1324,623,32.35318,30,4222,
380,E09000013,Hammersmith and Fulham,Local Authorities,LA,19,182493,11900,5446,3113,7621,2883,3483,17279,26021,52859,27248,6677,9102,5300,1297,714,34.73397,32,2745,
381,E09000014,Haringey,Local Authorities,LA,20,254926,18112,9798,5977,15234,5600,5704,18835,28062,71358,41685,9243,12575,7373,1576,845,34.16248,32,3785,
382,E09000015,Harrow,Local Authorities,LA,53,239056,15916,9007,5414,14590,6604,5369,16066,19345,53358,44579,12010,17420,11659,2982,1606,37.55818,36,3215,
383,E09000016,Havering,Local Authorities,LA,47,237232,13661,8143,5087,14365,6439,5787,14976,14662,46289,47853,14561,20561,15660,4196,1860,40.35905,40,2628,
384,E09000017,Hillingdon,Local Authorities,LA,43,273936,19704,10494,6421,16877,7227,8409,21934,20878,61198,49433,12786,18061,12425,3036,1656,36.37698,35,3947,
385,E09000018,Hounslow,Local Authorities,LA,28,253957,19725,9412,5487,13945,5954,5759,18612,26231,64753,43411,10845,14592,8982,2220,1065,35.24354,33,4223,
386,E09000019,Islington,Local Authorities,LA,16,206125,12289,5900,3683,9118,3560,5405,20453,29744,57433,31441,7228,9885,6020,1443,688,34.51397,31,2676,
387,E09000020,Kensington and Chelsea,Local Authorities,LA,26,158649,9189,4765,2849,6442,2308,3030,11322,16602,45177,28537,8176,10928,5720,1539,928,37.79165,36,1946,
388,E09000021,Kingston upon Thames,Local Authorities,LA,26,160060,10964,5647,3319,8541,3422,4643,13505,12358,38920,28602,7982,10241,6775,2136,1206,37.01358,35,2317,
389,E09000022,Lambeth,Local Authorities,LA,26,303086,20701,10196,6180,14754,5576,5527,26702,43135,87291,47870,9012,12617,7725,1936,909,33.7,31,4517,
390,E09000023,Lewisham,Local Authorities,LA,36,275885,22004,10580,6085,15268,6371,6557,20883,26465,74795,47754,9789,13641,9013,2271,1210,34.55285,33,4679,
391,E09000024,Merton,Local Authorities,LA,35,199693,14830,7225,4182,10474,4418,3849,12452,19877,53663,34682,8777,11880,7965,2105,1172,36.2861,34,3204,
392,E09000025,Newham,Local Authorities,LA,23,307984,25384,12846,7988,19587,7934,8388,32586,40437,76602,43017,8533,11461,6796,1567,769,31.26153,29,5362,
393,E09000026,Redbridge,Local Authorities,LA,53,278970,21666,11561,7363,18579,7527,6721,18894,23814,64231,48962,12578,16817,11553,3225,1790,35.63186,34,4318,
394,E09000027,Richmond upon Thames,Local Authorities,LA,52,186990,14038,6986,4121,9827,3621,3498,9145,12546,49396,36408,10142,13023,8234,2503,1536,38.26487,38,2993,
395,E09000028,Southwark,Local Authorities,LA,21,288283,20739,9836,5726,14097,5656,7326,26996,35725,80522,47275,9072,11979,7466,1949,935,33.72556,32,4670,
396,E09000029,Sutton,Local Authorities,LA,48,190146,12750,6897,4198,11673,5097,3920,10657,13185,44453,37247,10366,13785,9448,2637,1363,38.33777,38,2574,
397,E09000030,Tower Hamlets,Local Authorities,LA,18,254096,18750,9697,5834,13202,4953,7010,30818,40157,70245,29337,5863,8169,5611,1256,534,30.93429,29,4065,
398,E09000031,Waltham Forest,Local Authorities,LA,38,258249,20839,10359,6104,14760,6234,5951,20604,26508,65523,42962,9783,13413,8629,2267,1257,34.44874,32,4403,
399,E09000032,Wandsworth,Local Authorities,LA,47,306995,21670,9230,5344,12521,4621,5541,23699,47217,93803,43539,10658,14455,8763,2355,1338,34.47673,32,5188,
400,E41000052,"Cornwall, Isles of Scilly",Local Authorities,LA,176,534476,27471,15779,10399,30086,12582,12722,28468,26508,94025,111354,42783,62038,37911,10255,5543,,,5584,
401,E41000324,"City of London, Westminster",Local Authorities,LA,26,226771,12853,6188,3720,8834,3446,5139,18035,28454,66159,37117,9668,13794,8538,2117,1100,,,2878,
